68	2026-02-28T23:14:48.027337	3	aprobada	No es posible realizar cambios a una reserva aprobada
69	2026-02-28T23:14:48.045976	9	aprobada	No es posible realizar cambios a una reserva aprobada
70	2026-02-28T23:14:48.066748	18	aprobada	No es posible realizar cambios a una reserva aprobada
71	2026-02-28T23:14:48.086063	5	pendiente	No es posible realizar cambios a una reserva aprobada
72	2026-02-28T23:14:48.104469	4	pendiente	Reserva actualizada
73	2026-02-28T23:14:48.123141	19	pendiente	No es posible realizar cambios a una reserva aprobada
74	2026-02-28T23:14:48.142392	4	aprobada	Reserva aprobada
75	2026-02-28T23:14:48.166959	18	pendiente	No es posible realizar cambios a una reserva aprobada
76	2026-02-28T23:14:48.190405	15	aprobada	No es posible realizar cambios a una reserva aprobada
77	2026-02-28T23:14:48.210085	1	aprobada	No es posible realizar cambios a una reserva aprobada
78	2026-02-28T23:14:48.230053	6	aprobada	No es posible realizar cambios a una reserva aprobada
79	2026-02-28T23:14:48.249256	2	aprobada	No es posible realizar cambios a una reserva aprobada
80	2026-02-28T23:14:48.269288	4	pendiente	No es posible realizar cambios a una reserva aprobada
81	2026-02-28T23:14:48.288339	2	aprobada	No es posible realizar cambios a una reserva aprobada
82	2026-02-28T23:14:48.307671	17	pendiente	Reserva actualizada
83	2026-02-28T23:14:48.327464	7	aprobada	No es posible realizar cambios a una reserva aprobada
84	2026-02-28T23:14:48.346560	1	aprobada	No es posible realizar cambios a una reserva aprobada
85	2026-02-28T23:14:48.364430	12	aprobada	No es posible realizar cambios a una reserva aprobada
86	2026-02-28T23:14:48.382994	9	pendiente	No es posible realizar cambios a una reserva aprobada
87	2026-02-28T23:14:48.404768	15	aprobada	No es posible realizar cambios a una reserva aprobada
88	2026-02-28T23:14:48.422748	16	pendiente	No es posible realizar cambios a una reserva aprobada
89	2026-02-28T23:14:48.441522	19	pendiente	No es posible realizar cambios a una reserva aprobada
90	2026-02-28T23:14:48.460806	19	pendiente	No es posible realizar cambios a una reserva aprobada
91	2026-02-28T23:14:48.479428	17	aprobada	Reserva aprobada
92	2026-02-28T23:14:48.498946	13	pendiente	No es posible realizar cambios a una reserva aprobada
93	2026-02-28T23:14:48.521092	4	aprobada	No es posible realizar cambios a una reserva aprobada
94	2026-02-28T23:14:48.542361	11	pendiente	No es posible realizar cambios a una reserva aprobada
95	2026-02-28T23:14:48.561680	4	pendiente	No es posible realizar cambios a una reserva aprobada
96	2026-02-28T23:14:48.581928	4	pendiente	No es posible realizar cambios a una reserva aprobada
97	2026-02-28T23:14:48.600991	2	pendiente	No es posible realizar cambios a una reserva aprobada
98	2026-02-28T23:14:48.619797	1	pendiente	No es posible realizar cambios a una reserva aprobada
99	2026-02-28T23:14:48.638302	13	aprobada	No es posible realizar cambios a una reserva aprobada
